,Id Resultado,Id Competidor,Nome Competidor,Id Competição,Classe Vela,Pontuação Regata,Flotilha,Posição Geral,Punição,Pontuação Total,Nett,Nome Competição
39,,,GRANIER/RIOU,,49erFX,5.0,G,25,,221.0,199.0,World Championship 2023
40,,,BRANZ/CARRANZA SAROLI,,49erFX,24.0,G,31,,219.0,185.0,World Championship 2023
41,,,ICHIHASHI/GOTO,,49erFX,28.0,G,57,,403.0,369.0,World Championship 2023
42,,,LIM/LOW,,49erFX,20.0,G,41,,258.0,228.0,World Championship 2023
43,,,HARDING/WILMOT,,49erFX,18.0,G,20,,193.0,169.0,World Championship 2023
44,,,KEERS/JOBSON,,49erFX,15.0,G,37,,240.0,210.0,World Championship 2023
45,,,LOVADINA/COMPAN,,49erFX,17.0,G,29,,190.0,169.0,World Championship 2023
46,,,LEWIN LAFRANCE/LEWIN LAFRANCE,,49erFX,9.0,G,13,,164.0,133.0,World Championship 2023
47,,,CZAPSKA/RAJCHERT,,49erFX,19.0,G,51,,350.0,316.0,World Championship 2023
48,,,GIUNCHIGLIA/SCHIO,,49erFX,16.0,G,35,,225.0,200.0,World Championship 2023
49,,,GRAEL/KUNZE,,49erFX,10.0,G,12,,162.0,132.0,World Championship 2023
50,,,FERGUSON/DUGGAN,,49erFX,6.0,G,34,,227.0,197.0,World Championship 2023
51,,,PAIS/AUSMAN,,49erFX,14.0,G,47,,325.0,294.0,World Championship 2023
52,,,ANDERSEN/EDLAND,,49erFX,26.0,G,8,,135.0,109.0,World Championship 2023
53,,,ALEH/MEECH,,49erFX,2.0,G,6,,124.0,106.0,World Championship 2023
54,,,SCHMIDT/SCHMIDT,,49erFX,8.0,G,10,,150.0,125.0,World Championship 2023
55,,,REYNOLDS- SMITH/REYNOLDS-SMITH,,49erFX,22.0,G,48,,326.0,296.0,World Championship 2023
56,,,SCHULTHEIS/SCHULTHEIS,,49erFX,11.0,G,32,,219.0,185.0,World Championship 2023
57,,,REYNOLDS- SMITH/REYNOLDS-SMITH,,49erFX,21.0,G,48,,326.0,296.0,World Championship 2023
58,,,FRAS SAMSON/BARRIO GARCIA,,49erFX,6.0,G,21,,202.0,176.0,World Championship 2023
59,,,HENKEN/TOBIAS,,49erFX,3.0,G,16,,166.0,140.0,World Championship 2023
